frame,t,wall_ms,cpu_ms,sw_solver_ms,sw_solves,sw_iters,stop_budget,stop_time,stop_iter,stop_conv,init_solver_ms,bk_work_ms,bk_track_ms,bk_track_n,rc,state,queue_wait_ms,recording_frame
413,245432.030567625,0.0863,0.0857,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0362,829
414,245432.063903750,0.0502,0.0501,nan,-1,-1,-1,-1,-1,-1,nan,10.2613,9.9982,1,0,1,0.0083,831
415,245432.097239833,0.0516,0.0514,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0081,833
416,245432.130576041,0.0433,0.0432,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0077,835
417,245432.163912208,0.0607,0.0607,nan,-1,-1,-1,-1,-1,-1,nan,9.8460,9.5959,1,0,1,0.0107,837
418,245432.197248291,0.0480,0.0479,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0076,839
419,245432.230584416,0.0498,0.0497,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0107,841
420,245432.263920625,0.0583,0.0583,nan,-1,-1,-1,-1,-1,-1,nan,6.9236,6.6563,1,0,1,0.0103,843
421,245432.297256666,0.0431,0.0430,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0088,845
422,245432.330592791,0.0496,0.0496,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0079,847
423,245432.363929000,0.0504,0.0504,nan,-1,-1,-1,-1,-1,-1,nan,7.2609,6.9993,1,0,1,0.0111,849
424,245432.397265125,0.0494,0.0493,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0092,851
425,245432.430601291,0.0544,0.0542,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0097,853
426,245432.463937500,0.0594,0.0592,nan,-1,-1,-1,-1,-1,-1,nan,8.0940,7.8160,1,0,1,0.0081,855
427,245432.497273625,0.0432,0.0432,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0075,857
428,245432.530609750,0.0475,0.0475,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0107,859
429,245432.563945875,0.0462,0.0461,nan,-1,-1,-1,-1,-1,-1,nan,7.6095,7.3137,1,0,1,0.0074,861
430,245432.597282041,0.0470,0.0470,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0089,863
431,245432.630618208,0.0578,0.0577,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0097,865
432,245432.663954375,0.0712,0.0712,nan,-1,-1,-1,-1,-1,-1,nan,8.5917,8.2780,1,0,1,0.0070,867
433,245432.697290416,0.0461,0.0457,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0089,869
434,245432.730626583,0.0437,0.0435,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0112,871
435,245432.763962708,0.0277,0.0275,nan,-1,-1,-1,-1,-1,-1,nan,10.5246,10.2514,1,0,1,0.0068,873
436,245432.797298833,0.0308,0.0307,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0074,875
437,245432.830635041,0.0387,0.0387,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0099,877
438,245432.863971125,0.0498,0.0497,nan,-1,-1,-1,-1,-1,-1,nan,9.5448,9.2355,1,0,1,0.0063,879
439,245432.897307208,0.0423,0.0423,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0081,881
440,245432.930643416,0.0401,0.0401,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0108,883
441,245432.963979541,0.0442,0.0442,nan,-1,-1,-1,-1,-1,-1,nan,14.1641,13.8550,1,0,1,0.0061,885
442,245432.997315625,0.0496,0.0496,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0065,887
443,245433.030651791,0.0483,0.0482,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0110,889
444,245433.063988000,0.0464,0.0462,nan,-1,-1,-1,-1,-1,-1,nan,7.6002,7.3207,1,0,1,0.0073,891
445,245433.097324041,0.0388,0.0388,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0088,893
446,245433.130660250,0.0423,0.0423,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0102,895
447,245433.163996291,0.0448,0.0449,nan,-1,-1,-1,-1,-1,-1,nan,19.7969,19.5169,1,0,1,0.0053,897
448,245433.197332416,0.0445,0.0444,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0088,899
449,245433.230668583,0.0313,0.0313,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0086,901
450,245433.264004791,0.0248,0.0248,nan,-1,-1,-1,-1,-1,-1,nan,6.2160,5.9894,1,0,1,0.0055,903
451,245433.297340791,0.0293,0.0293,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0060,905
452,245433.330677000,0.0287,0.0287,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0084,907
453,245433.364013041,0.0296,0.0296,nan,-1,-1,-1,-1,-1,-1,nan,9.9867,9.7302,1,0,1,0.0060,909
454,245433.397349208,0.0305,0.0305,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0065,911
455,245433.430685333,0.0295,0.0294,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0077,913
456,245433.464021458,0.0228,0.0227,nan,-1,-1,-1,-1,-1,-1,nan,10.7770,10.5220,1,0,1,0.0058,915
457,245433.497357625,0.0342,0.0341,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0064,917
458,245433.530693708,0.0343,0.0342,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0086,919
459,245433.564029833,0.0265,0.0264,nan,-1,-1,-1,-1,-1,-1,nan,18.1639,17.9073,1,0,1,0.0060,921
460,245433.597365958,0.0345,0.0345,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0055,923
461,245433.630702208,0.0301,0.0300,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0071,925
462,245433.664038291,0.0590,0.0590,nan,-1,-1,-1,-1,-1,-1,nan,7.7155,7.4221,1,0,1,0.0089,927
463,245433.697374416,0.0500,0.0500,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0137,929
464,245433.730710500,0.0480,0.0480,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0084,931
465,245433.764046541,0.0451,0.0451,nan,-1,-1,-1,-1,-1,-1,nan,8.1415,7.8125,1,0,1,0.0064,933
466,245433.797382750,0.0488,0.0487,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0067,935
467,245433.830718875,0.0875,0.0875,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0072,937
468,245433.864055000,0.0528,0.0528,nan,-1,-1,-1,-1,-1,-1,nan,8.7028,8.3540,1,0,1,0.0072,939
469,245433.897391000,0.0427,0.0428,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0085,941
470,245433.930727250,0.0420,0.0419,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0086,943
471,245433.964063291,0.0535,0.0533,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0070,945
472,245433.997399458,0.0227,0.0227,nan,-1,-1,-1,-1,-1,-1,nan,22.0278,21.7496,1,0,1,0.0077,947
473,245434.030735500,0.0227,0.0227,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0057,949
474,245434.064071666,0.0338,0.0338,nan,-1,-1,-1,-1,-1,-1,nan,10.7018,10.4232,1,0,1,0.0052,951
475,245434.097407875,0.0276,0.0275,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0081,953
476,245434.130743958,0.0296,0.0295,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0070,955
477,245434.164080125,0.0262,0.0261,nan,-1,-1,-1,-1,-1,-1,nan,16.6703,16.4059,1,0,1,0.0057,957
478,245434.197416208,0.0313,0.0312,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0106,959
479,245434.230752250,0.0313,0.0312,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0061,961
480,245434.264088375,0.0225,0.0224,nan,-1,-1,-1,-1,-1,-1,nan,18.5185,18.2740,1,0,1,0.0050,963
481,245434.297424541,0.0210,0.0210,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0061,965
482,245434.330760625,0.0223,0.0222,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0105,967
483,245434.364096791,0.0196,0.0196,nan,-1,-1,-1,-1,-1,-1,nan,17.8688,17.6395,1,0,1,0.0048,969
484,245434.397432791,0.0208,0.0207,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0063,971
485,245434.430768958,0.0275,0.0275,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0054,973
486,245434.464105083,0.0290,0.0289,nan,-1,-1,-1,-1,-1,-1,nan,7.2563,7.0017,1,0,1,0.0064,975
487,245434.497441291,0.0297,0.0297,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0073,977
488,245434.530777333,0.0287,0.0288,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0059,979
489,245434.564113500,0.0268,0.0267,nan,-1,-1,-1,-1,-1,-1,nan,7.7292,7.4669,1,0,1,0.0070,981
490,245434.597449541,0.0302,0.0301,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0071,983
491,245434.630785625,0.0297,0.0296,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0077,985
492,245434.664121750,0.0325,0.0324,nan,-1,-1,-1,-1,-1,-1,nan,8.4642,8.1720,1,0,1,0.0060,987
493,245434.697457875,0.0351,0.0350,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0093,989
494,245434.730794083,0.0330,0.0328,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0130,991
495,245434.764130083,0.0548,0.0548,nan,-1,-1,-1,-1,-1,-1,nan,8.4540,8.1316,1,0,1,0.0064,993
496,245434.797466291,0.0398,0.0397,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0072,995
497,245434.830802458,0.0377,0.0377,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0077,997
498,245434.864138500,0.0456,0.0455,nan,-1,-1,-1,-1,-1,-1,nan,8.7065,8.3681,1,0,1,0.0083,999
499,245434.897474583,0.0570,0.0570,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0070,1001
500,245434.930810791,0.0428,0.0424,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0102,1003
501,245434.964146916,0.0396,0.0397,nan,-1,-1,-1,-1,-1,-1,nan,9.1318,8.7894,1,0,1,0.0110,1005
502,245434.997483000,0.0461,0.0461,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0077,1007
503,245435.030819000,0.0450,0.0450,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0082,1009
504,245435.064155208,0.0610,0.0610,nan,-1,-1,-1,-1,-1,-1,nan,8.6602,8.3002,1,0,1,0.0105,1011
505,245435.097491333,0.0409,0.0409,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0065,1013
506,245435.130827500,0.0423,0.0421,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0080,1015
507,245435.164163666,0.0482,0.0481,nan,-1,-1,-1,-1,-1,-1,nan,8.1738,7.8368,1,0,1,0.0088,1017
508,245435.197499833,0.0298,0.0296,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0088,1019
509,245435.230835833,0.0330,0.0328,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0107,1021
510,245435.264171958,0.0595,0.0595,nan,-1,-1,-1,-1,-1,-1,nan,7.9009,7.5967,1,0,1,0.0096,1023
511,245435.297508083,0.0425,0.0425,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0071,1025
512,245435.330844291,0.0480,0.0479,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0097,1027
513,245435.364180333,0.0437,0.0436,nan,-1,-1,-1,-1,-1,-1,nan,8.1142,7.7806,1,0,1,0.0098,1029
514,245435.397516500,0.0519,0.0518,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0083,1031
515,245435.430852625,0.0385,0.0385,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0111,1033
516,245435.464188791,0.0344,0.0344,nan,-1,-1,-1,-1,-1,-1,nan,8.1969,7.8861,1,0,1,0.0134,1035
517,245435.497524833,0.0314,0.0313,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0071,1037
518,245435.530860958,0.0525,0.0524,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0086,1039
519,245435.564197125,0.0272,0.0270,nan,-1,-1,-1,-1,-1,-1,nan,19.1076,18.8400,1,0,1,0.0114,1041
520,245435.597533291,0.0312,0.0311,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0062,1043
521,245435.630869250,0.0442,0.0442,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0061,1045
522,245435.664205416,0.0341,0.0341,nan,-1,-1,-1,-1,-1,-1,nan,6.6560,6.3059,1,0,1,0.0067,1047
523,245435.697541541,0.0441,0.0441,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0063,1049
524,245435.730877666,0.0485,0.0484,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0077,1051
525,245435.764213708,0.0220,0.0219,nan,-1,-1,-1,-1,-1,-1,nan,6.9052,6.6660,1,0,1,0.0079,1053
526,245435.797549833,0.0335,0.0335,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0067,1055
527,245435.830886000,0.0305,0.0304,nan,-1,-1,-1,-1,-1,-1,nan,0.0000,0.0000,0,0,1,0.0127,1057
528,245435.864222041,0.0311,0.0310,nan,-1,-1,-1,-1,-1,-1,nan,7.2372,6.9563,1,0,1,0.0066,1059
