local_index,frame_id,is_suspect,depth_min,depth_p10,depth_median,depth_p90,depth_max,depth_std,conf_min,conf_median,conf_mean,conf_signal_mean,conf_signal_p90,adjacent_center_step
24,cap-105,False,0.4267020523548126,0.5422105312347412,0.7438545823097229,1.545477879047394,1.8409039974212646,0.36874961853027344,1.0000001192092896,1.0213234424591064,1.066261649131775,0.06626158207654953,0.28888279199600225,0.015589770056773311
25,cap-107,False,0.4154394268989563,0.534155523777008,0.746688187122345,1.550777292251587,1.8804380893707275,0.3768068850040436,1.0,1.0166356563568115,1.061059594154358,0.06105969473719597,0.2683749675750733,0.014164960357700068
26,cap-109,False,0.420284241437912,0.5339816331863403,0.7413776516914368,1.5600425243377687,1.8874499797821045,0.3773084282875061,1.0000001192092896,1.0159261226654053,1.0583018064498901,0.05830185487866402,0.25955333709716827,0.017203874772023724
27,cap-114,False,0.4036603569984436,0.5222329914569854,0.734887957572937,1.5530762910842897,1.866483449935913,0.37945228815078735,1.0,1.008185863494873,1.0443778038024902,0.044377733021974564,0.16566741466522233,0.045478091112842664
28,cap-116,False,0.38995835185050964,0.5127869129180909,0.7192914485931396,1.5477476119995117,1.8692600727081299,0.38150960206985474,1.0,1.0094246864318848,1.0432288646697998,0.04322880506515503,0.14348638057708749,0.028005453967432238
29,cap-118,False,0.3959202766418457,0.5185187041759491,0.7244352102279663,1.5461070656776428,1.8250987529754639,0.3819512128829956,1.0,1.0080554485321045,1.0440932512283325,0.044093210250139236,0.1655041813850403,0.009932559506453763
30,cap-122,False,0.38389378786087036,0.5111836314201355,0.7145973443984985,1.524582862854004,1.7890301942825317,0.3790394067764282,1.0,1.0039782524108887,1.0276734828948975,0.027673451229929924,0.08514256477355961,0.0255757837950598
31,cap-124,False,0.38997963070869446,0.503645271062851,0.7097047567367554,1.5358278393745424,1.8113861083984375,0.3796914517879486,1.0,1.0073304176330566,1.0415070056915283,0.041506942361593246,0.16382676362991336,0.03132489387652475
32,cap-126,False,0.3710159361362457,0.48260500729084016,0.7000820636749268,1.510889792442322,1.7552857398986816,0.37318724393844604,1.0,1.0118296146392822,1.0523707866668701,0.05237075313925743,0.21667155027389529,0.021400977957108883
33,cap-128,False,0.3676009178161621,0.4779510408639908,0.681351900100708,1.521098530292511,1.8266295194625854,0.3758646249771118,1.0,1.0174942016601562,1.074139952659607,0.07414010912179947,0.2730748176574708,0.03371344377389594
34,cap-131,False,0.37197402119636536,0.4810311526060104,0.6619306802749634,1.487617874145508,1.8084923028945923,0.3639049232006073,1.0,1.0131689310073853,1.0589724779129028,0.05897245183587074,0.23588759899139422,0.0307330715083013
